year-index,filename,sizeW,sizeH,image_proportion,vis_type,Conference,Year,pageNum,Paper DOI,thumb_url,url,Paper type,Paper Title,Author,Keywords Author,paper_url
9,InfoVis.173.9.jpg,548,449,0.065789,8,InfoVis,2000,5,10.0000/00000001,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.173.9.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.173.9.jpg,C,Using Visualization to Detect Plagiarism in Computer Science Classes,,,http://dl.acm.org/citation.cfm?id=857699
10,InfoVis.173.10.jpg,548,447,0.065496,8,InfoVis,2000,5,10.0000/00000001,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.173.10.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.173.10.jpg,C,Using Visualization to Detect Plagiarism in Computer Science Classes,,,http://dl.acm.org/citation.cfm?id=857699
11,InfoVis.5.11.jpg,1315,863,0.303434,10,InfoVis,2000,3,10.1109/INFVIS.2000.885086,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.5.11.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.5.11.jpg,C,"Polaris: a system for query, analysis and visualization of multi-dimensional relational databases",C. Stolte;P. Hanrahan,,http://dx.doi.org/10.1109/INFVIS.2000.885086
12,InfoVis.5.12.jpg,1344,1095,0.393497,14,InfoVis,2000,4,10.1109/INFVIS.2000.885086,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.5.12.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.5.12.jpg,C,"Polaris: a system for query, analysis and visualization of multi-dimensional relational databases",C. Stolte;P. Hanrahan,,http://dx.doi.org/10.1109/INFVIS.2000.885086
13,InfoVis.5.13.jpg,1411,1570,0.592318,2,InfoVis,2000,6,10.1109/INFVIS.2000.885086,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.5.13.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.5.13.jpg,C,"Polaris: a system for query, analysis and visualization of multi-dimensional relational databases",C. Stolte;P. Hanrahan,,http://dx.doi.org/10.1109/INFVIS.2000.885086
14,InfoVis.5.14.jpg,985,311,0.081908,18,InfoVis,2000,7,10.1109/INFVIS.2000.885086,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.5.14.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.5.14.jpg,C,"Polaris: a system for query, analysis and visualization of multi-dimensional relational databases",C. Stolte;P. Hanrahan,,http://dx.doi.org/10.1109/INFVIS.2000.885086
15,InfoVis.5.15.jpg,1326,416,0.147491,2,InfoVis,2000,8,10.1109/INFVIS.2000.885086,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.5.15.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.5.15.jpg,C,"Polaris: a system for query, analysis and visualization of multi-dimensional relational databases",C. Stolte;P. Hanrahan,,http://dx.doi.org/10.1109/INFVIS.2000.885086
16,InfoVis.5.16.jpg,683,1654,0.302054,2,InfoVis,2000,9,10.1109/INFVIS.2000.885086,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.5.16.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.5.16.jpg,C,"Polaris: a system for query, analysis and visualization of multi-dimensional relational databases",C. Stolte;P. Hanrahan,,http://dx.doi.org/10.1109/INFVIS.2000.885086
17,InfoVis.15.17.jpg,601,354,0.056886,6,InfoVis,2000,10,10.1109/INFVIS.2000.885087,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.15.17.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.15.17.jpg,C,Getting portals to behave,C. Olston;A. Woodruff,"Portals, Multiple Views, Data Visualization",http://dx.doi.org/10.1109/INFVIS.2000.885087
18,InfoVis.15.18.jpg,516,335,0.046219,2,InfoVis,2000,2,10.1109/INFVIS.2000.885087,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.15.18.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.15.18.jpg,C,Getting portals to behave,C. Olston;A. Woodruff,"Portals, Multiple Views, Data Visualization",http://dx.doi.org/10.1109/INFVIS.2000.885087
19,InfoVis.15.19.jpg,601,304,0.048851,7,InfoVis,2000,3,10.1109/INFVIS.2000.885087,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.15.19.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.15.19.jpg,C,Getting portals to behave,C. Olston;A. Woodruff,"Portals, Multiple Views, Data Visualization",http://dx.doi.org/10.1109/INFVIS.2000.885087
20,InfoVis.15.20.jpg,328,301,0.026398,10,InfoVis,2000,3,10.1109/INFVIS.2000.885087,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.15.20.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.15.20.jpg,C,Getting portals to behave,C. Olston;A. Woodruff,"Portals, Multiple Views, Data Visualization",http://dx.doi.org/10.1109/INFVIS.2000.885087
21,InfoVis.15.21.jpg,598,446,0.071312,14,InfoVis,2000,4,10.1109/INFVIS.2000.885087,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.15.21.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.15.21.jpg,C,Getting portals to behave,C. Olston;A. Woodruff,"Portals, Multiple Views, Data Visualization",http://dx.doi.org/10.1109/INFVIS.2000.885087
22,InfoVis.15.22.jpg,601,316,0.050780,6,InfoVis,2000,5,10.1109/INFVIS.2000.885087,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.15.22.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.15.22.jpg,C,Getting portals to behave,C. Olston;A. Woodruff,"Portals, Multiple Views, Data Visualization",http://dx.doi.org/10.1109/INFVIS.2000.885087
23,InfoVis.15.23.jpg,601,161,0.025872,6,InfoVis,2000,7,10.1109/INFVIS.2000.885087,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.15.23.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.15.23.jpg,C,Getting portals to behave,C. Olston;A. Woodruff,"Portals, Multiple Views, Data Visualization",http://dx.doi.org/10.1109/INFVIS.2000.885087
24,InfoVis.15.24.jpg,289,329,0.025423,6,InfoVis,2000,8,10.1109/INFVIS.2000.885087,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.15.24.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.15.24.jpg,C,Getting portals to behave,C. Olston;A. Woodruff,"Portals, Multiple Views, Data Visualization",http://dx.doi.org/10.1109/INFVIS.2000.885087
25,InfoVis.15.25.jpg,608,354,0.057549,6,InfoVis,2000,8,10.1109/INFVIS.2000.885087,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.15.25.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.15.25.jpg,C,Getting portals to behave,C. Olston;A. Woodruff,"Portals, Multiple Views, Data Visualization",http://dx.doi.org/10.1109/INFVIS.2000.885087
26,InfoVis.15.26.jpg,302,312,0.025194,6,InfoVis,2000,9,10.1109/INFVIS.2000.885087,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.15.26.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.15.26.jpg,C,Getting portals to behave,C. Olston;A. Woodruff,"Portals, Multiple Views, Data Visualization",http://dx.doi.org/10.1109/INFVIS.2000.885087
27,InfoVis.27.27.jpg,1187,751,0.238352,7,InfoVis,2000,10,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.27.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.27.27.jpg,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088
28,InfoVis.27.28.jpg,619,542,0.089705,7,InfoVis,2000,3,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.28.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.27.28.jpg,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088
29,InfoVis.27.29.jpg,623,336,0.055970,13,InfoVis,2000,3,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.29.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.27.29.jpg,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088
30,InfoVis.27.30.jpg,624,545,0.090930,7,InfoVis,2000,3,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.30.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.27.30.jpg,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088
31,InfoVis.27.31.jpg,615,332,0.054594,13,InfoVis,2000,4,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.31.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.27.31.jpg,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088
32,InfoVis.27.32.jpg,607,257,0.041711,13,InfoVis,2000,4,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.32.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.27.32.jpg,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088
33,InfoVis.27.33.jpg,580,574,0.089016,13,InfoVis,2000,5,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.33.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.27.33.jpg,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088
34,InfoVis.27.34.jpg,658,577,0.101515,13,InfoVis,2000,5,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.34.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.27.34.jpg,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088
35,InfoVis.27.35.jpg,552,144,0.021253,14,InfoVis,2000,5,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.35.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.27.35.jpg,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088
36,InfoVis.27.36.jpg,654,297,0.051935,5,InfoVis,2000,6,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.36.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.27.36.jpg,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088
37,InfoVis.27.37.jpg,520,297,0.041294,21,InfoVis,2000,6,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.37.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.27.37.jpg,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088
38,InfoVis.27.38.jpg,631,617,0.104098,13,InfoVis,2000,7,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.38.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.27.38.jpg,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088
39,InfoVis.27.39.jpg,1262,473,0.159606,5,InfoVis,2000,8,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.39.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.27.39.jpg,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088
40,InfoVis.27.40.jpg,559,385,0.057544,10,InfoVis,2000,8,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.40.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.27.40.jpg,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088
41,InfoVis.39.41.jpg,575,567,0.087172,13,InfoVis,2000,2,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.41.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.39.41.jpg,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089
42,InfoVis.39.42.jpg,352,329,0.030965,6,InfoVis,2000,2,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.42.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.39.42.jpg,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089
43,InfoVis.39.43.jpg,1007,560,0.150781,13,InfoVis,2000,3,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.43.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.39.43.jpg,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089
44,InfoVis.39.44.jpg,1046,1089,0.304571,11,InfoVis,2000,5,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.44.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.39.44.jpg,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089
45,InfoVis.39.45.jpg,1049,802,0.224946,7,InfoVis,2000,6,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.45.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.39.45.jpg,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089
46,InfoVis.39.46.jpg,654,679,0.118734,11,InfoVis,2000,7,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.46.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.39.46.jpg,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089
47,InfoVis.39.47.jpg,644,654,0.112614,6,InfoVis,2000,7,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.47.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.39.47.jpg,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089
48,InfoVis.39.48.jpg,847,878,0.198841,13,InfoVis,2000,8,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.48.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.39.48.jpg,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089
49,InfoVis.39.49.jpg,308,342,0.028165,8,InfoVis,2000,9,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.49.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.39.49.jpg,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089
50,InfoVis.49.50.jpg,1249,353,0.117887,13,InfoVis,2000,2,10.1109/INFVIS.2000.885090,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.49.50.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.49.50.jpg,C,Density functions for visual attributes and effective partitioning in graph visualization,I. Herman;M.S. Marshall;G. Melancon,"graph visualization, graph navigation, metrics, clustering",http://dx.doi.org/10.1109/INFVIS.2000.885090
51,InfoVis.49.51.jpg,1370,587,0.215024,13,InfoVis,2000,3,10.1109/INFVIS.2000.885090,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.49.51.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.49.51.jpg,C,Density functions for visual attributes and effective partitioning in graph visualization,I. Herman;M.S. Marshall;G. Melancon,"graph visualization, graph navigation, metrics, clustering",http://dx.doi.org/10.1109/INFVIS.2000.885090
52,InfoVis.49.52.jpg,570,429,0.065382,10,InfoVis,2000,4,10.1109/INFVIS.2000.885090,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.49.52.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.49.52.jpg,C,Density functions for visual attributes and effective partitioning in graph visualization,I. Herman;M.S. Marshall;G. Melancon,"graph visualization, graph navigation, metrics, clustering",http://dx.doi.org/10.1109/INFVIS.2000.885090
53,InfoVis.49.53.jpg,313,233,0.019500,13,InfoVis,2000,5,10.1109/INFVIS.2000.885090,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.49.53.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.49.53.jpg,C,Density functions for visual attributes and effective partitioning in graph visualization,I. Herman;M.S. Marshall;G. Melancon,"graph visualization, graph navigation, metrics, clustering",http://dx.doi.org/10.1109/INFVIS.2000.885090
54,InfoVis.49.54.jpg,426,362,0.041233,10,InfoVis,2000,5,10.1109/INFVIS.2000.885090,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.49.54.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.49.54.jpg,C,Density functions for visual attributes and effective partitioning in graph visualization,I. Herman;M.S. Marshall;G. Melancon,"graph visualization, graph navigation, metrics, clustering",http://dx.doi.org/10.1109/INFVIS.2000.885090
55,InfoVis.49.55.jpg,716,610,0.116781,13,InfoVis,2000,6,10.1109/INFVIS.2000.885090,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.49.55.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.49.55.jpg,C,Density functions for visual attributes and effective partitioning in graph visualization,I. Herman;M.S. Marshall;G. Melancon,"graph visualization, graph navigation, metrics, clustering",http://dx.doi.org/10.1109/INFVIS.2000.885090
56,InfoVis.49.56.jpg,1221,402,0.131241,13,InfoVis,2000,7,10.1109/INFVIS.2000.885090,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.49.56.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.49.56.jpg,C,Density functions for visual attributes and effective partitioning in graph visualization,I. Herman;M.S. Marshall;G. Melancon,"graph visualization, graph navigation, metrics, clustering",http://dx.doi.org/10.1109/INFVIS.2000.885090
57,InfoVis.57.57.jpg,1305,1307,0.456052,13,InfoVis,2000,2,10.1109/INFVIS.2000.885091,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.57.57.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.57.57.jpg,C,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",J. Stasko;E. Zhang,,http://dx.doi.org/10.1109/INFVIS.2000.885091
58,InfoVis.57.58.jpg,962,754,0.193943,5,InfoVis,2000,4,10.1109/INFVIS.2000.885091,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.57.58.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.57.58.jpg,C,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",J. Stasko;E. Zhang,,http://dx.doi.org/10.1109/INFVIS.2000.885091
59,InfoVis.57.59.jpg,1383,987,0.364979,11,InfoVis,2000,5,10.1109/INFVIS.2000.885091,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.57.59.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.57.59.jpg,C,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",J. Stasko;E. Zhang,,http://dx.doi.org/10.1109/INFVIS.2000.885091
60,InfoVis.57.60.jpg,1388,991,0.367783,11,InfoVis,2000,5,10.1109/INFVIS.2000.885091,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.57.60.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.57.60.jpg,C,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",J. Stasko;E. Zhang,,http://dx.doi.org/10.1109/INFVIS.2000.885091
61,InfoVis.57.61.jpg,1381,993,0.366667,5,InfoVis,2000,6,10.1109/INFVIS.2000.885091,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.57.61.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.57.61.jpg,C,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",J. Stasko;E. Zhang,,http://dx.doi.org/10.1109/INFVIS.2000.885091
62,InfoVis.57.62.jpg,1385,1006,0.372543,5,InfoVis,2000,7,10.1109/INFVIS.2000.885091,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.57.62.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.57.62.jpg,C,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",J. Stasko;E. Zhang,,http://dx.doi.org/10.1109/INFVIS.2000.885091
63,InfoVis.69.63.jpg,441,508,0.059901,14,InfoVis,2000,2,10.1109/INFVIS.2000.885092,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.69.63.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.69.63.jpg,C,A taxonomy of visualization techniques using the data state reference model,E.H. Chi,"Information Visualization, Data State Model,Reference Model, Taxonomy, Techniques, Operators",http://dx.doi.org/10.1109/INFVIS.2000.885092
64,InfoVis.69.64.jpg,569,680,0.103455,14,InfoVis,2000,2,10.1109/INFVIS.2000.885092,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.69.64.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.69.64.jpg,C,A taxonomy of visualization techniques using the data state reference model,E.H. Chi,"Information Visualization, Data State Model,Reference Model, Taxonomy, Techniques, Operators",http://dx.doi.org/10.1109/INFVIS.2000.885092
65,InfoVis.77.65.jpg,594,346,0.054953,14,InfoVis,2000,3,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.65.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.77.65.jpg,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093
66,InfoVis.77.66.jpg,627,617,0.103438,14,InfoVis,2000,3,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.66.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.77.66.jpg,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093
67,InfoVis.77.67.jpg,500,544,0.072727,14,InfoVis,2000,4,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.67.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000/InfoVis.77.67.jpg,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093
