year-index,filename,Conference,Year,Paper DOI,thumb_url,cap_url,url,fileIndex,imageID,Paper type,Paper Title,Author,Keywords Author,paper_url,Paper FirstPage,Paper LastPage,globalIndex,recodeRank,img_width,img_height,isUP
674,InfoVis.15.25.jpg,InfoVis,2000,10.1109/INFVIS.2000.885087,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.15.25.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.15.25.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.15.675.png,I674,I674Y2000,C,Getting portals to behave,C. Olston;A. Woodruff,"Portals, Multiple Views, Data Visualization",http://dx.doi.org/10.1109/INFVIS.2000.885087,15,25,1611,1612,609,355,0
675,InfoVis.15.26.jpg,InfoVis,2000,10.1109/INFVIS.2000.885087,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.15.26.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.15.26.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.15.676.png,I675,I675Y2000,C,Getting portals to behave,C. Olston;A. Woodruff,"Portals, Multiple Views, Data Visualization",http://dx.doi.org/10.1109/INFVIS.2000.885087,15,25,1612,1613,303,313,0
676,InfoVis.27.27.jpg,InfoVis,2000,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.27.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.27.27.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.27.677.png,I676,I676Y2000,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088,27,36,1613,1614,1188,752,0
677,InfoVis.27.28.jpg,InfoVis,2000,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.28.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.27.28.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.27.678.png,I677,I677Y2000,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088,27,36,1614,1615,620,543,0
678,InfoVis.27.29.jpg,InfoVis,2000,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.29.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.27.29.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.27.679.png,I678,I678Y2000,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088,27,36,1615,1616,624,337,0
679,InfoVis.27.31.jpg,InfoVis,2000,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.31.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.27.31.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.27.680.png,I679,I679Y2000,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088,27,36,1616,1617,616,333,0
680,InfoVis.27.32.jpg,InfoVis,2000,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.32.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.27.32.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.27.681.png,I680,I680Y2000,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088,27,36,1617,1618,608,258,0
681,InfoVis.27.33.jpg,InfoVis,2000,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.33.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.27.33.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.27.682.png,I681,I681Y2000,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088,27,36,1618,1619,581,575,0
682,InfoVis.27.34.jpg,InfoVis,2000,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.34.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.27.34.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.27.683.png,I682,I682Y2000,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088,27,36,1619,1620,659,578,0
683,InfoVis.27.35.jpg,InfoVis,2000,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.35.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.27.35.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.27.684.png,I683,I683Y2000,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088,27,36,1620,1621,553,145,0
684,InfoVis.27.36.jpg,InfoVis,2000,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.36.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.27.36.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.27.685.png,I684,I684Y2000,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088,27,36,1621,1622,655,298,0
685,InfoVis.27.37.jpg,InfoVis,2000,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.37.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.27.37.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.27.686.png,I685,I685Y2000,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088,27,36,1622,1623,521,298,0
686,InfoVis.27.38.jpg,InfoVis,2000,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.38.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.27.38.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.27.687.png,I686,I686Y2000,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088,27,36,1623,1624,632,618,0
687,InfoVis.27.39.jpg,InfoVis,2000,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.39.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.27.39.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.27.688.png,I687,I687Y2000,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088,27,36,1624,1625,1263,474,0
688,InfoVis.27.40.jpg,InfoVis,2000,10.1109/INFVIS.2000.885088,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.27.40.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.27.40.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.27.689.png,I688,I688Y2000,C,A scalable framework for information visualization,M. Kreuseler;N. Lopez;H. Schumann,,http://dx.doi.org/10.1109/INFVIS.2000.885088,27,36,1625,1626,560,386,0
689,InfoVis.39.41.jpg,InfoVis,2000,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.41.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.39.41.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.39.690.png,I689,I689Y2000,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089,39,47,1626,1627,576,568,0
690,InfoVis.39.42.jpg,InfoVis,2000,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.42.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.39.42.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.39.691.png,I690,I690Y2000,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089,39,47,1627,1628,353,330,0
691,InfoVis.39.43.jpg,InfoVis,2000,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.43.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.39.43.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.39.692.png,I691,I691Y2000,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089,39,47,1628,1629,1008,561,0
692,InfoVis.39.44.jpg,InfoVis,2000,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.44.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.39.44.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.39.693.png,I692,I692Y2000,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089,39,47,1629,1630,1047,1090,0
693,InfoVis.39.45.jpg,InfoVis,2000,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.45.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.39.45.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.39.694.png,I693,I693Y2000,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089,39,47,1630,1631,1050,803,0
694,InfoVis.39.46.jpg,InfoVis,2000,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.46.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.39.46.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.39.695.png,I694,I694Y2000,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089,39,47,1631,1632,655,680,0
695,InfoVis.39.47.jpg,InfoVis,2000,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.47.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.39.47.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.39.696.png,I695,I695Y2000,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089,39,47,1632,1633,645,655,0
696,InfoVis.39.48.jpg,InfoVis,2000,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.48.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.39.48.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.39.697.png,I696,I696Y2000,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089,39,47,1633,1634,848,879,0
697,InfoVis.39.49.jpg,InfoVis,2000,10.1109/INFVIS.2000.885089,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.39.49.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.39.49.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.39.698.png,I697,I697Y2000,C,Visualizing massive multi-digraphs,J. Abello;J. Korn,"visualization,massive data sets,graphs,hierarchies,out-of-core algorithms",http://dx.doi.org/10.1109/INFVIS.2000.885089,39,47,1634,1635,309,343,0
698,InfoVis.49.50.jpg,InfoVis,2000,10.1109/INFVIS.2000.885090,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.49.50.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.49.50.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.49.699.png,I698,I698Y2000,C,Density functions for visual attributes and effective partitioning in graph visualization,I. Herman;M.S. Marshall;G. Melancon,"graph visualization, graph navigation, metrics, clustering",http://dx.doi.org/10.1109/INFVIS.2000.885090,49,56,1635,1636,1250,354,0
699,InfoVis.49.51.png,InfoVis,2000,10.1109/INFVIS.2000.885090,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.49.51.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.49.51.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.49.700.png,I699,I699Y2000,C,Density functions for visual attributes and effective partitioning in graph visualization,I. Herman;M.S. Marshall;G. Melancon,"graph visualization, graph navigation, metrics, clustering",http://dx.doi.org/10.1109/INFVIS.2000.885090,49,56,1636,1637,2474,924,0
700,InfoVis.49.52.jpg,InfoVis,2000,10.1109/INFVIS.2000.885090,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.49.52.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.49.52.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.49.701.png,I700,I700Y2000,C,Density functions for visual attributes and effective partitioning in graph visualization,I. Herman;M.S. Marshall;G. Melancon,"graph visualization, graph navigation, metrics, clustering",http://dx.doi.org/10.1109/INFVIS.2000.885090,49,56,1637,1638,571,430,0
701,InfoVis.49.53.jpg,InfoVis,2000,10.1109/INFVIS.2000.885090,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.49.53.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.49.53.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.49.702.png,I701,I701Y2000,C,Density functions for visual attributes and effective partitioning in graph visualization,I. Herman;M.S. Marshall;G. Melancon,"graph visualization, graph navigation, metrics, clustering",http://dx.doi.org/10.1109/INFVIS.2000.885090,49,56,1638,1639,314,234,0
702,InfoVis.49.54.jpg,InfoVis,2000,10.1109/INFVIS.2000.885090,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.49.54.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.49.54.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.49.703.png,I702,I702Y2000,C,Density functions for visual attributes and effective partitioning in graph visualization,I. Herman;M.S. Marshall;G. Melancon,"graph visualization, graph navigation, metrics, clustering",http://dx.doi.org/10.1109/INFVIS.2000.885090,49,56,1639,1640,427,363,0
703,InfoVis.49.55.jpg,InfoVis,2000,10.1109/INFVIS.2000.885090,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.49.55.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.49.55.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.49.704.png,I703,I703Y2000,C,Density functions for visual attributes and effective partitioning in graph visualization,I. Herman;M.S. Marshall;G. Melancon,"graph visualization, graph navigation, metrics, clustering",http://dx.doi.org/10.1109/INFVIS.2000.885090,49,56,1640,1641,717,611,0
704,InfoVis.49.56.jpg,InfoVis,2000,10.1109/INFVIS.2000.885090,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.49.56.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.49.56.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.49.705.png,I704,I704Y2000,C,Density functions for visual attributes and effective partitioning in graph visualization,I. Herman;M.S. Marshall;G. Melancon,"graph visualization, graph navigation, metrics, clustering",http://dx.doi.org/10.1109/INFVIS.2000.885090,49,56,1641,1642,1222,403,0
705,InfoVis.57.57.jpg,InfoVis,2000,10.1109/INFVIS.2000.885091,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.57.57.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.57.57.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.57.706.png,I705,I705Y2000,C,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",J. Stasko;E. Zhang,,http://dx.doi.org/10.1109/INFVIS.2000.885091,57,65,1642,1643,1306,1308,0
706,InfoVis.57.58.jpg,InfoVis,2000,10.1109/INFVIS.2000.885091,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.57.58.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.57.58.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.57.707.png,I706,I706Y2000,C,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",J. Stasko;E. Zhang,,http://dx.doi.org/10.1109/INFVIS.2000.885091,57,65,1643,1644,963,755,0
707,InfoVis.57.59.jpg,InfoVis,2000,10.1109/INFVIS.2000.885091,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.57.59.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.57.59.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.57.708.png,I707,I707Y2000,C,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",J. Stasko;E. Zhang,,http://dx.doi.org/10.1109/INFVIS.2000.885091,57,65,1644,1645,1384,988,0
708,InfoVis.57.61.jpg,InfoVis,2000,10.1109/INFVIS.2000.885091,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.57.61.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.57.61.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.57.709.png,I708,I708Y2000,C,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",J. Stasko;E. Zhang,,http://dx.doi.org/10.1109/INFVIS.2000.885091,57,65,1645,1646,1382,994,0
709,InfoVis.57.62.jpg,InfoVis,2000,10.1109/INFVIS.2000.885091,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.57.62.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.57.62.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.57.710.png,I709,I709Y2000,C,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",J. Stasko;E. Zhang,,http://dx.doi.org/10.1109/INFVIS.2000.885091,57,65,1646,1647,1386,1007,0
710,InfoVis.69.63.jpg,InfoVis,2000,10.1109/INFVIS.2000.885092,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.69.63.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.69.63.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.69.711.png,I710,I710Y2000,C,A taxonomy of visualization techniques using the data state reference model,E.H. Chi,"Information Visualization, Data State Model,Reference Model, Taxonomy, Techniques, Operators",http://dx.doi.org/10.1109/INFVIS.2000.885092,69,75,1647,1648,442,509,0
711,InfoVis.69.64.jpg,InfoVis,2000,10.1109/INFVIS.2000.885092,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.69.64.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.69.64.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.69.712.png,I711,I711Y2000,C,A taxonomy of visualization techniques using the data state reference model,E.H. Chi,"Information Visualization, Data State Model,Reference Model, Taxonomy, Techniques, Operators",http://dx.doi.org/10.1109/INFVIS.2000.885092,69,75,1648,1649,570,681,0
712,InfoVis.77.65.png,InfoVis,2000,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.65.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.77.65.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.77.713.png,I712,I712Y2000,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093,77,83,1649,1650,1844,796,0
713,InfoVis.77.66.jpg,InfoVis,2000,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.66.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.77.66.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.77.714.png,I713,I713Y2000,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093,77,83,1650,1651,628,618,0
714,InfoVis.77.67.jpg,InfoVis,2000,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.67.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.77.67.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.77.715.png,I714,I714Y2000,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093,77,83,1651,1652,501,545,0
715,InfoVis.77.68.jpg,InfoVis,2000,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.68.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.77.68.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.77.716.png,I715,I715Y2000,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093,77,83,1652,1653,651,338,0
716,InfoVis.77.69.jpg,InfoVis,2000,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.69.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.77.69.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.77.717.png,I716,I716Y2000,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093,77,83,1653,1654,660,341,0
717,InfoVis.77.70.jpg,InfoVis,2000,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.70.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.77.70.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.77.718.png,I717,I717Y2000,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093,77,83,1654,1655,636,338,0
718,InfoVis.77.71.png,InfoVis,2000,10.1109/INFVIS.2000.885093,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.77.71.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.77.71.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.77.719.png,I718,I718Y2000,C,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,I. Fujishiro;Y. Ichikawa;R. Furuhata;Y. Takeshima,,http://dx.doi.org/10.1109/INFVIS.2000.885093,77,83,1655,1656,538,711,0
719,InfoVis.85.73.jpg,InfoVis,2000,10.1109/INFVIS.2000.885094,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000thumb/InfoVis.85.73.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2000WCap/InfoVis.85.73.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2000/InfoVis.85.720.png,I719,I719Y2000,C,Redefining the focus and context of focus+context visualization,S. Bjork;J. Redstrom,,http://dx.doi.org/10.1109/INFVIS.2000.885094,85,89,1656,1657,366,463,0
