Conference,Year,Number of Figures,Paper Title,Paper DOI,Author,URL,Paper type,Keywords Author,Paper ID,Number of Pages,Number of Figures,image name identification,medical,biology,brain,tract,flow,vector,tensor,particle,physics,streamline,biomedical_vis,flow_vis,isIncluded
Vis,2009,11,Exploring the Millennium Run - Scalable Rendering of Large-Scale Cosmological Datasets,10.1109/TVCG.2009.142,Roland Fraedrich;Jens Schneider;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2009.142,J,"Particle Visualization, Scalability, Cosmology",p67,8,11,2009 Fraedrich 10.1109/TVCG.2009.142,0,0,0,0,0,0,0,1,0,0,0,1,0
Vis,2009,10,Focus+Context Route Zooming and Information Overlay in 3D Urban Environments,10.1109/TVCG.2009.144,Huamin Qu;Haomian Wang;Weiwei Cui;Yingcai Wu;Ming-Yuen Chan,http://dx.doi.org/10.1109/TVCG.2009.144,J,"focus+context visualization, zooming, 3D virtual environment, seam carving",p68,8,10,2009 Qu 10.1109/TVCG.2009.144,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,14,GL4D: A GPU-based Architecture for Interactive 4D Visualization,10.1109/TVCG.2009.147,Alan Chu;Chi-Wing Fu;Andrew J. Hanson;Pheng-Ann Heng,http://dx.doi.org/10.1109/TVCG.2009.147,J,"Mathematical visualization, four-dimensional visualization, graphics hardware, interactive illumination",p69,8,14,2009 Chu 10.1109/TVCG.2009.147,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,10,"High-Quality, Semi-Analytical Volume Rendering for AMR Data",10.1109/TVCG.2009.149,Stéphane Marchesin;Guillaume Colin de Verdière,http://dx.doi.org/10.1109/TVCG.2009.149,J,"Volume rendering, AMR data, Volume shading",p70,8,10,2009 Marchesin 10.1109/TVCG.2009.149,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,15,Hue-Preserving Color Blending,10.1109/TVCG.2009.150,Johnson Chuang;Daniel Weiskopf;Torsten Möller,http://dx.doi.org/10.1109/TVCG.2009.150,J,"Image compositing, perceptual transparency, color blending, volume rendering, illustrative visualization",p71,8,15,2009 Chuang 10.1109/TVCG.2009.150,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,7,Interactive Coordinated Multiple-View Visualization of Biomechanical Motion Data,10.1109/TVCG.2009.152,Daniel F. Keefe;Marcus Ewert;William Ribarsky;Remco Chang,http://dx.doi.org/10.1109/TVCG.2009.152,J,"Scientific visualization, information visualization, coordinated multiple views, biomechanics",p72,8,7,2009 Keefe 10.1109/TVCG.2009.152,0,1,0,0,0,0,0,0,0,0,1,0,1
Vis,2009,13,Interactive Streak Surface Visualization on the GPU,10.1109/TVCG.2009.154,Kai Bürger;Florian Ferstl;Holger Theisel;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2009.154,J,"Unsteady flow visualization, streak surface generation, GPUs",p73,8,13,2009 Bürger 10.1109/TVCG.2009.154,0,0,0,0,1,0,0,0,0,0,0,1,0
Vis,2009,9,Interactive Visual Analysis of Complex Scientific Data as Families of Data Surfaces,10.1109/TVCG.2009.155,Kresimir Matkovic;Denis Gracanin;Borislav Klarin;Helwig Hauser,http://dx.doi.org/10.1109/TVCG.2009.155,J,"Interactive visual analysis, family of surfaces, coordinated multiple views, multidimensional multivariate data",p74,8,9,2009 Matkovic 10.1109/TVCG.2009.155,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,7,Interactive Visual Optimization and Analysis for RfiD Benchmarking,10.1109/TVCG.2009.156,Yingcai Wu;Ka-Kei Chung;Huamin Qu;Xiaoru Yuan;Shing-Chi Cheung,http://dx.doi.org/10.1109/TVCG.2009.156,J,"RfiD Visualization, Visual analytics, Visual Optimization",p75,8,7,2009 Wu 10.1109/TVCG.2009.156,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,11,Interactive Visualization of Molecular Surface Dynamics,10.1109/TVCG.2009.157,Michael Krone;Katrin Bidmon;Thomas Ertl,http://dx.doi.org/10.1109/TVCG.2009.157,J,"Point-based Data, Time-varying Data, GPU, Ray Casting, Molecular Visualization, Surface Extraction, Isosurfaces",p76,8,11,2009 Krone 10.1109/TVCG.2009.157,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,10,Interactive Volume Rendering of Functional Representations in Quantum Chemistry,10.1109/TVCG.2009.158,Yun Jang;Ugo Varetto,http://dx.doi.org/10.1109/TVCG.2009.158,J,"Quantum Chemistry, GTO, Volume Rendering, GPU",p77,8,10,2009 Jang 10.1109/TVCG.2009.158,0,0,0,0,0,0,0,0,1,0,0,1,1
Vis,2009,7,Intrinsic Geometric Scale Space by Shape Diffusion,10.1109/TVCG.2009.159,Guangyu Zou;Jing Hua;Zhaoqiang Lai;Xianfeng Gu;Ming Dong,http://dx.doi.org/10.1109/TVCG.2009.159,J,"Scale space, feature extraction, geometric flow, Riemannian manifolds",p78,8,7,2009 Zou 10.1109/TVCG.2009.159,0,0,0,0,1,0,0,0,0,0,0,1,0
Vis,2009,6,Isosurface Extraction and View-Dependent filtering from Time-Varying fields Using Persistent Time-Octree (PTOT),10.1109/TVCG.2009.160,Cong Wang;Yi-Jen Chiang,http://dx.doi.org/10.1109/TVCG.2009.160,J,"Isosurface extraction, time-varying fields, persistent data structure, view-dependent filtering, out-of-core methods",p79,8,6,2009 Wang 10.1109/TVCG.2009.160,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,11,Kd-Jump: a Path-Preserving Stackless Traversal for Faster Isosurface Raytracing on GPUs,10.1109/TVCG.2009.161,David Meirion Hughes;Ik Soo Lim,http://dx.doi.org/10.1109/TVCG.2009.161,J,"Raytracing, isosurface, GPU, parallel computing, volume visualization",p80,8,11,2009 Hughes 10.1109/TVCG.2009.161,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,10,Loop surgery for volumetric meshes: Reeb graphs reduced to contour trees,10.1109/TVCG.2009.163,Julien Tierny;Attila Gyulassy;Eddie Simon;Valerio Pascucci,http://dx.doi.org/10.1109/TVCG.2009.163,J,"Reeb graph, scalar field topology, isosurfaces, topological simplification",p81,8,10,2009 Tierny 10.1109/TVCG.2009.163,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,8,"Mapping High-fidelity Volume Rendering for Medical Imaging to CPU, GPU and Many-Core Architectures",10.1109/TVCG.2009.164,Mikhail Smelyanskiy;David R. Holmes III;Jatin Chhugani;Alan Larson;Doug Carmean;Dennis P. Hanson;Pradeep Dubey;Kurt Augustine;Daehyun Kim;Alan Kyker;Victor W. Lee;Anthony D. Nguyen;Larry Seiler;Richard A. Robb,http://dx.doi.org/10.1109/TVCG.2009.164,J,"Volume Compositing, Parallel Processing, Many-core Computing, Medical Imaging, Graphics Architecture, GPGPU",p82,8,8,2009 Smelyanskiy 10.1109/TVCG.2009.164,1,0,0,0,0,0,0,0,0,0,1,0,1
Vis,2009,12,Markerless View-Independent Registration of Multiple Distorted Projectors on Extruded Surfaces Using an Uncalibrated Camera,10.1109/TVCG.2009.166,Behzad Sajadi;Aditi Majumder,http://dx.doi.org/10.1109/TVCG.2009.166,J,"Registration, Calibration, Multi-Projector Displays, Tiled Displays",p83,10,12,2009 Sajadi 10.1109/TVCG.2009.166,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,10,Multi-Scale Surface Descriptors,10.1109/TVCG.2009.168,Gregory Cipriano;George N. Phillips Jr.;Michael Gleicher,http://dx.doi.org/10.1109/TVCG.2009.168,J,"Curvature, descriptors, npr, stylized rendering, shape matching",p84,8,10,2009 Cipriano 10.1109/TVCG.2009.168,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,10,Multimodal Vessel Visualization of Mouse Aorta PET/CT Scans,10.1109/TVCG.2009.169,Timo Ropinski;Sven Hermann;Rainer Reich;Michael Schäfers;Klaus H. Hinrichs,http://dx.doi.org/10.1109/TVCG.2009.169,J,"Vessel visualization, plaque growth, multipath CPR, vessel flattening",p85,8,10,2009 Ropinski 10.1109/TVCG.2009.169,1,0,0,0,0,0,0,0,0,0,1,0,1
Vis,2009,13,Parameter Sensitivity Visualization for DTI fiber Tracking,10.1109/TVCG.2009.170,Ralph Brecheisen;Anna Vilanova;Bram Platel;Bart M. ter Haar Romeny,http://dx.doi.org/10.1109/TVCG.2009.170,J,"fiber Tracking, Parameter Sensitivity, Stopping Criteria, Diffusion Tensor Imaging, Uncertainty Visualization",p86,8,13,2009 Brecheisen 10.1109/TVCG.2009.170,0,0,0,1,0,0,1,0,0,0,1,1,1
Vis,2009,11,Perception-Based Transparency Optimization for Direct Volume Rendering,10.1109/TVCG.2009.172,Ming-Yuen Chan;Yingcai Wu;Wai-Ho Mak;Wei Chen;Huamin Qu,http://dx.doi.org/10.1109/TVCG.2009.172,J,"Direct volume rendering, image enhancement, layer perception",p87,8,11,2009 Chan 10.1109/TVCG.2009.172,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,10,Predictor-Corrector Schemes for Visualization ofSmoothed Particle Hydrodynamics Data,10.1109/TVCG.2009.173,Benjamin Schindler;Raphael Fuchs;John Biddiscombe;Ronald Peikert,http://dx.doi.org/10.1109/TVCG.2009.173,J,"Smoothed particle hydrodynamics, flow visualization, unsteady flow, feature extraction, vortex core lines",p88,8,10,2009 Schindler 10.1109/TVCG.2009.173,0,0,0,0,1,0,0,1,0,0,0,1,1
Vis,2009,10,Quantitative Texton Sequences for Legible Bivariate Maps,10.1109/TVCG.2009.175,Colin Ware,http://dx.doi.org/10.1109/TVCG.2009.175,J,"Bivariate maps, texture, texton, legibility, quantitative texton sequence, QTonS",p89,8,10,2009 Ware 10.1109/TVCG.2009.175,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,9,Sampling and Visualizing Creases with Scale-Space Particles,10.1109/TVCG.2009.177,Gordon L. Kindlmann;Raúl San José Estépar;Stephen M. Smith;Carl-Fredrik Westin,http://dx.doi.org/10.1109/TVCG.2009.177,J,"Particle Systems, Crease Features, Ridge and Valley Detection, Lung CT, Diffusion Tensor MRI",p90,10,9,2009 Kindlmann 10.1109/TVCG.2009.177,1,0,0,0,0,0,1,1,0,0,1,1,1
Vis,2009,10,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,10.1109/TVCG.2009.178,Won-Ki Jeong;Johanna Beyer;Markus Hadwiger;Amelio Vázquez Reina;Hanspeter Pfister;Ross T. Whitaker,http://dx.doi.org/10.1109/TVCG.2009.178,J,"Segmentation, neuroscience, connectome, volume rendering, implicit surface rendering, graphics hardware",p91,10,10,2009 Jeong 10.1109/TVCG.2009.178,0,0,1,0,0,0,0,0,0,0,1,0,1
Vis,2009,7,Stress Tensor field Visualization for Implant Planning in Orthopedics,10.1109/TVCG.2009.184,Christian Dick;Joachim Georgii;Rainer Burgkart;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2009.184,J,"Stress Tensor fields, Biomedical Visualization, Comparative Visualization, Implant Planning, GPU Techniques",p92,8,7,2009 Dick 10.1109/TVCG.2009.184,1,0,0,0,0,0,1,0,0,0,1,1,1
Vis,2009,8,Structuring Feature Space: A Non-Parametric Method for Volumetric Transfer Function Generation,10.1109/TVCG.2009.185,Ross Maciejewski;Insoo Woo;Wei Chen;David S. Ebert,http://dx.doi.org/10.1109/TVCG.2009.185,J,"Volume rendering, kernel density estimation, transfer function design, temporal volume rendering",p93,8,8,2009 Maciejewski 10.1109/TVCG.2009.185,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,8,Supercubes: A High-Level Primitive for Diamond Hierarchies,10.1109/TVCG.2009.186,Kenneth Weiss;Leila De Floriani,http://dx.doi.org/10.1109/TVCG.2009.186,J,"Longest edge bisection, diamonds, hierarchy of diamonds, multiresolution models, selective refinement",p94,8,8,2009 Weiss 10.1109/TVCG.2009.186,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,10,The Occlusion Spectrum for Volume Classification and Visualization,10.1109/TVCG.2009.189,Carlos D. Correa;Kwan-Liu Ma,http://dx.doi.org/10.1109/TVCG.2009.189,J,"Transfer functions, Ambient Occlusion, Volume Rendering, Interactive Classification",p95,8,10,2009 Correa 10.1109/TVCG.2009.189,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,9,Time and Streak Surfaces for Flow Visualization in Large Time-Varying Data Sets,10.1109/TVCG.2009.190,Harinarayan Krishnan;Christoph Garth;Kenneth I. Joy,http://dx.doi.org/10.1109/TVCG.2009.190,J,"3D vector field visualization, flow visualization, time-varying, time and streak surfaces, surface extraction",p96,8,9,2009 Krishnan 10.1109/TVCG.2009.190,0,0,0,0,1,1,0,0,0,0,0,1,1
Vis,2009,9,Verifiable Visualization for Isosurface Extraction,10.1109/TVCG.2009.194,Tiago Etiene;Carlos Eduardo Scheidegger;Luis Gustavo Nonato;Robert Michael Kirby;Cláudio T. Silva,http://dx.doi.org/10.1109/TVCG.2009.194,J,"Verification, V&V, Isosurface Extraction, Marching Cubes",p97,8,9,2009 Etiene 10.1109/TVCG.2009.194,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,9,VisMashup: Streamlining the Creation of Custom Visualization Applications,10.1109/TVCG.2009.195,Emanuele Santos;Lauro Didier Lins;James P. Ahrens;Juliana Freire;Cláudio T. Silva,http://dx.doi.org/10.1109/TVCG.2009.195,J,"Scientific Visualization, Dataflow, Visualization Systems",p98,8,9,2009 Santos 10.1109/TVCG.2009.195,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,14,Visual Exploration of Climate Variability Changes Using Wavelet Analysis,10.1109/TVCG.2009.197,Heike Leitte;Michael Böttinger;Uwe Mikolajewicz;Gerik Scheuermann,http://dx.doi.org/10.1109/TVCG.2009.197,J,"Wavelet analysis, multivariate data, time-dependent data, climate variability change visualization, El Nino",p99,8,14,2009 Leitte 10.1109/TVCG.2009.197,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,9,Visual Exploration of Nasal Airflow,10.1109/TVCG.2009.198,Stefan Zachow;Philipp Muigg;Thomas Hildebrandt;Helmut Doleisch;Hans-Christian Hege,http://dx.doi.org/10.1109/TVCG.2009.198,J,"Flow visualization, exploratory data analysis, interactive visual analysis of scientific data, time-dependent data",p100,8,9,2009 Zachow 10.1109/TVCG.2009.198,0,0,0,0,1,0,0,0,0,0,0,1,1
Vis,2009,8,Visual Human+Machine Learning,10.1109/TVCG.2009.199,Raphael Fuchs;Jürgen Waser;Eduard Gröller,http://dx.doi.org/10.1109/TVCG.2009.199,J,"Interactive Visual Analysis, Volumetric Data, Multiple Competing Hypotheses, Knowledge Discovery, Computerassisted Multivariate Data Exploration, Curse of Dimensionality, Predictive Analysis, Genetic Algorithm",p101,8,8,2009 Fuchs 10.1109/TVCG.2009.199,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,12,Visualization and Exploration of Temporal Trend Relationships in Multivariate Time-Varying Data,10.1109/TVCG.2009.200,Teng-Yok Lee;Han-Wei Shen,http://dx.doi.org/10.1109/TVCG.2009.200,J,"SUBDTW, trend sequence, trend sequence clustering",p102,8,12,2009 Lee 10.1109/TVCG.2009.200,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2009,11,Volume Illustration of Muscle from Diffusion Tensor Images,10.1109/TVCG.2009.203,Wei Chen;Zhicheng Yan;Song Zhang;John Allen Crow;David S. Ebert;Ronald M. McLaughlin;Katie B. Mullins;Robert Cooper;Zi'ang Ding;Jun Liao,http://dx.doi.org/10.1109/TVCG.2009.203,J,"Illustrative Visualization, Diffusion Tensor Image, Muscle, Solid Texture Synthesis",p103,8,11,2009 Chen 10.1109/TVCG.2009.203,1,0,0,0,0,0,0,0,0,0,1,0,1
Vis,2009,7,Volume Ray Casting with Peak finding and Differential Sampling,10.1109/TVCG.2009.204,Aaron Knoll;Younis Hijazi;Rolf Westerteiger;Mathias Schott;Charles D. Hansen;Hans Hagen,http://dx.doi.org/10.1109/TVCG.2009.204,J,"direct volume rendering, isosurface, ray casting, ray differentials, sampling, transfer function, preintegration, view dependent",p104,8,7,2009 Knoll 10.1109/TVCG.2009.204,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,12,A Curved Ray Camera for Handling Occlusions through Continuous Multiperspective Visualization,10.1109/TVCG.2010.127,Jian Cui;Paul Rosen;Voicu Popescu;Christoph M. Hoffmann,http://dx.doi.org/10.1109/TVCG.2010.127,J,"Alleviating occlusions, camera model, curved rays, multiperspective visualization, interactive visualization",p105,8,12,2010 Cui 10.1109/TVCG.2010.127,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,14,A Scalable Distributed Paradigm for Multi-User Interaction with Tiled Rear Projection Display Walls,10.1109/TVCG.2010.128,Pablo Roman;Maxim Lazarov;Aditi Majumder,http://dx.doi.org/10.1109/TVCG.2010.128,J,"Tiled Displays, Human-Computer Interaction, Gesture-Based Interaction, Multi-user interaction, Distributed algorithms",p106,10,14,2010 Roman 10.1109/TVCG.2010.128,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,13,An Information-Theoretic Framework for Flow Visualization,10.1109/TVCG.2010.131,Lijie Xu;Teng-Yok Lee;Han-Wei Shen,http://dx.doi.org/10.1109/TVCG.2010.131,J,"Flow field visualization, information theory, streamline generation",p107,9,13,2010 Xu 10.1109/TVCG.2010.131,0,0,0,0,1,0,0,0,0,1,0,1,1
Vis,2010,6,An Information-theoretic Framework for Visualization,10.1109/TVCG.2010.132,Min Chen;Heike Leitte,http://dx.doi.org/10.1109/TVCG.2010.132,J,"Information theory, theory of visualization, quantitative evaluation",p108,10,6,2010 Chen 10.1109/TVCG.2010.132,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,22,Analysis of Recurrent Patterns in Toroidal Magnetic fields,10.1109/TVCG.2010.133,Allen R. Sanderson;Guoning Chen;Xavier Tricoche;David Pugmire;Scott Kruger;Joshua A. Breslau,http://dx.doi.org/10.1109/TVCG.2010.133,J,"Confined magnetic fusion, magnetic field visualization, Poincare map, periodic magnetic fieldlines, recurrent patterns",p109,10,22,2010 Sanderson 10.1109/TVCG.2010.133,0,0,0,0,0,0,0,0,1,0,0,1,1
Vis,2010,7,Articulated Planar Reformation for Change Visualization in Small Animal Imaging,10.1109/TVCG.2010.134,Peter Kok;Martin Baiker;Emile A. Hendriks;Frits H. Post;Jouke Dijkstra;Clemens W. G. M. Löwik;Boudewijn P. F. Lelieveldt;Charl P. Botha,http://dx.doi.org/10.1109/TVCG.2010.134,J,"Small animal imaging, comparative visualization, multi-timepoint, molecular imaging, articulated planar reformation",p110,9,7,2010 Kok 10.1109/TVCG.2010.134,0,1,0,0,0,0,0,0,0,0,1,0,1
Vis,2010,7,Browsing Large Image Datasets through Voronoi Diagrams,10.1109/TVCG.2010.136,Paolo Brivio;Marco Tarini;Paolo Cignoni,http://dx.doi.org/10.1109/TVCG.2010.136,J,"Visualization System and Toolkit Design, Scalability Issues, User Interfaces, Zooming and Navigation Techniques",p111,10,7,2010 Brivio 10.1109/TVCG.2010.136,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,13,Computing Robustness and Persistence for Images,10.1109/TVCG.2010.139,Paul Bendich;Herbert Edelsbrunner;Michael Kerber,http://dx.doi.org/10.1109/TVCG.2010.139,J,"Voxel arrays, oct-trees, persistent homology, persistence diagrams, level sets, robustness, approximations, plant roots",p112,10,13,2010 Bendich 10.1109/TVCG.2010.139,0,1,0,0,0,0,0,0,0,0,1,0,1
Vis,2010,8,Direct Interval Volume Visualization,10.1109/TVCG.2010.145,Marco Ament;Daniel Weiskopf;Hamish Carr,http://dx.doi.org/10.1109/TVCG.2010.145,J,"Direct volume rendering, interval volume, isosurface, ray casting, preintegration, scale-invariant opacity",p113,10,8,2010 Ament 10.1109/TVCG.2010.145,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,18,Discontinuities in Continuous Scatterplots,10.1109/TVCG.2010.146,Dirk J. Lehmann;Holger Theisel,http://dx.doi.org/10.1109/TVCG.2010.146,J,"Discontinuity, Scatterplot, Topology, Data Visualization",p114,10,18,2010 Lehmann 10.1109/TVCG.2010.146,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,12,Edge Aware Anisotropic Diffusion for 3D Scalar Data,10.1109/TVCG.2010.147,Zahid Hossain;Torsten Möller,http://dx.doi.org/10.1109/TVCG.2010.147,J,"Anisotropic diffusion, PDE, De-noising, Scale-Space, Principal Curvatures",p115,10,12,2010 Hossain 10.1109/TVCG.2010.147,0,0,0,0,0,0,0,0,0,0,0,0,1
Vis,2010,11,Efficient High-Quality Volume Rendering of SPH Data,10.1109/TVCG.2010.148,Roland Fraedrich;Stefan Auer;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2010.148,J,"Particle visualization, volume rendering, ray-casting, GPU resampling",p116,8,11,2010 Fraedrich 10.1109/TVCG.2010.148,0,0,0,0,0,0,0,1,0,0,0,1,1
Vis,2010,8,Exploded View Diagrams of Mathematical Surfaces,10.1109/TVCG.2010.151,Olga A. Karpenko;Wilmot Li;Niloy J. Mitra;Maneesh Agrawala,http://dx.doi.org/10.1109/TVCG.2010.151,J,"Exploded view diagrams, mathematical visualization, symmetry",p117,8,8,2010 Karpenko 10.1109/TVCG.2010.151,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,18,Exploration and Visualization of Segmentation Uncertainty using Shape and Appearance Prior Information,10.1109/TVCG.2010.152,Ahmed Saad;Ghassan Hamarneh;Torsten Möller,http://dx.doi.org/10.1109/TVCG.2010.152,J,"Uncertainty visualization, Medical imaging, Probabilistic segmentation",p118,10,18,2010 Saad 10.1109/TVCG.2010.152,1,0,0,0,0,0,0,0,0,0,1,0,1
Vis,2010,12,Exploration of 4D MRI Blood Flow using Stylistic Visualization,10.1109/TVCG.2010.153,Roy van Pelt;Javier Oliván Bescós;Marcel Breeuwer;Rachel E. Clough;Eduard Gröller;Bart M. ter Haar Romeny;Anna Vilanova,http://dx.doi.org/10.1109/TVCG.2010.153,J,"4D MRI blood-flow, Probing, Flow visualization, Illustrative visualization, Phase-contrast cine MRI",p119,9,12,2010 Pelt 10.1109/TVCG.2010.153,1,0,0,0,1,0,0,0,0,0,1,1,1
Vis,2010,14,Fast High-Quality Volume Ray Casting with Virtual Samplings,10.1109/TVCG.2010.155,Byeonghun Lee;Jihye Yun;Jinwook Seo;Byonghyo Shim;Yeong-Gil Shin;Bo Hyoung Kim,http://dx.doi.org/10.1109/TVCG.2010.155,J,"Direct volume rendering, GPU, high quality, curve interpolation",p120,8,14,2010 Lee 10.1109/TVCG.2010.155,0,0,0,0,0,0,0,0,0,0,0,0,1
Vis,2010,9,Fast; Memory-Efficient Cell Location in Unstructured Grids for Visualization,10.1109/TVCG.2010.156,Christoph Garth;Kenneth I. Joy,http://dx.doi.org/10.1109/TVCG.2010.156,J,"Unstructured grids, cell location, interpolation, vector field visualization",p121,10,9,2010 Garth 10.1109/TVCG.2010.156,0,0,0,0,0,1,0,0,0,0,0,1,1
Vis,2010,12,FI3D: Direct-Touch Interaction for the Exploration of 3D Scientific Visualization Spaces,10.1109/TVCG.2010.157,Lingyun Yu;Pjotr Svetachov;Petra Isenberg;Maarten H. Everts;Tobias Isenberg,http://dx.doi.org/10.1109/TVCG.2010.157,J,"Direct-touch interaction, wall displays, 3D navigation and exploration, evaluation, illustrative visualization",p122,10,12,2010 Yu 10.1109/TVCG.2010.157,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,9,Gradient Estimation Revitalized,10.1109/TVCG.2010.160,Usman R. Alim;Torsten Möller;Laurent Condat,http://dx.doi.org/10.1109/TVCG.2010.160,J,"Derivative, Gradient, Reconstruction, Sampling, Lattice, Interpolation, Approximation, Frequency Error Kernel",p123,10,9,2010 Alim 10.1109/TVCG.2010.160,0,0,0,0,0,0,0,0,0,0,0,0,1
Vis,2010,15,Illustrative Stream Surfaces,10.1109/TVCG.2010.166,Silvia Born;Alexander Wiebel;Jan Friedrich;Gerik Scheuermann;Dirk Bartz,http://dx.doi.org/10.1109/TVCG.2010.166,J,"Flow visualization, Stream surfaces, Illustrative rendering, Silhouettes, GPU technique, 3D vector field data",p124,10,15,2010 Born 10.1109/TVCG.2010.166,0,0,0,0,1,0,0,0,0,0,0,1,0
Vis,2010,11,Interactive Histology of Large-Scale Biomedical Image Stacks,10.1109/TVCG.2010.168,Won-Ki Jeong;Jens Schneider;Stephen G. Turney;Beverly E. Faulkner-Jones;Dominik Meyer;Rüdiger Westermann;R. Clay Reid;Jeff Lichtman;Hanspeter Pfister,http://dx.doi.org/10.1109/TVCG.2010.168,J,"Gigapixel viewer, biomedical image processing, GPU, texture compression",p125,10,11,2010 Jeong 10.1109/TVCG.2010.168,1,0,0,0,0,0,0,0,0,0,1,0,1
Vis,2010,13,Interactive Separating Streak Surfaces,10.1109/TVCG.2010.169,Florian Ferstl;Kai Bürger;Holger Theisel;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2010.169,J,"Unsteady flow visualization, feature extraction, streak surface generation, GPUs",p126,9,13,2010 Ferstl 10.1109/TVCG.2010.169,0,0,0,0,1,0,0,0,0,0,0,1,1
Vis,2010,8,Interactive Vector field Feature Identification,10.1109/TVCG.2010.170,Joel Daniels II;Erik W. Anderson;Luis Gustavo Nonato;Cláudio T. Silva,http://dx.doi.org/10.1109/TVCG.2010.170,J,"Vector field, data clustering, feature classification, high-dimensional data, user interaction",p127,9,8,2010 Daniels 10.1109/TVCG.2010.170,0,0,0,0,0,1,0,0,0,0,0,1,1
Vis,2010,17,Interactive Visual Analysis of Multiple Simulation Runs Using the Simulation Model View: Understanding and Tuning of an Electronic Unit Injector,10.1109/TVCG.2010.171,Kresimir Matkovic;Denis Gracanin;Mario Jelovic;Andreas Ammer;Alan Lez;Helwig Hauser,http://dx.doi.org/10.1109/TVCG.2010.171,J,"Visualization in physical sciences and engineering, time series data, coordinated multiple views",p128,9,17,2010 Matkovic 10.1109/TVCG.2010.171,0,0,0,0,0,0,0,0,1,0,0,1,0
Vis,2010,10,Interactive Visualization of Hyperspectral Images of Historical Documents,10.1109/TVCG.2010.172,Seon Joo Kim;Shaojie Zhuo;Fanbo Deng;Chi-Wing Fu;Michael S. Brown,http://dx.doi.org/10.1109/TVCG.2010.172,J,"Hyperspectral visualization, data exploration, image fusion, document processing and analysis",p129,8,10,2010 Kim 10.1109/TVCG.2010.172,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,12,IRIS: Illustrative Rendering for Integral Surfaces,10.1109/TVCG.2010.173,Mathias Hummel;Christoph Garth;Bernd Hamann;Hans Hagen;Kenneth I. Joy,http://dx.doi.org/10.1109/TVCG.2010.173,J,"Flow visualization, integral surfaces, illustrative rendering",p130,10,12,2010 Hummel 10.1109/TVCG.2010.173,0,0,0,0,1,0,0,0,0,0,0,1,1
Vis,2010,11,Noodles: A Tool for Visualization of Numerical Weather Model Ensemble Uncertainty,10.1109/TVCG.2010.181,Jibonananda Sanyal;Song Zhang;Jamie Dyer;Andrew Mercer;Philip Amburn;Robert J. Moorhead II,http://dx.doi.org/10.1109/TVCG.2010.181,J,"Uncertainty visualization, weather ensemble, geographic/geospatial visualization, glyph-based techniques, time-varying data, qualitative evaluation",p131,10,11,2010 Sanyal 10.1109/TVCG.2010.181,0,0,0,0,0,0,0,0,0,0,0,0,0
Vis,2010,10,On the Fractal Dimension of Isosurfaces,10.1109/TVCG.2010.182,Marc Khoury;Rephael Wenger,http://dx.doi.org/10.1109/TVCG.2010.182,J,"Isosurfaces, scalar data, fractal dimension",p132,8,10,2010 Khoury 10.1109/TVCG.2010.182,0,0,0,0,0,0,0,0,0,0,0,0,0
